날짜,요일,사업장,판매량_m3,판매액_만원
2022-03-28,월,인천 지점,19918.43,1991843.0
2022-03-28,월,광주 지점,16310.82,1631082.0
2022-03-28,월,대전 지점,52450.68,5245068.0
2022-03-28,월,울산 지점,41094.1,4109410.0
2022-03-28,월,경기 지점,57552.42,5755242.0
2022-03-28,월,강원 지점,41348.89,4134889.0
2022-03-28,월,충북 지점,43812.26,4381226.0
2022-03-28,월,충남 지점,28068.32,2806832.0
2022-03-28,월,전북 지점,47282.23,4728223.0
2022-03-28,월,전남 지점,39114.57,3911457.0
2022-03-28,월,경북 지점,17946.19,1794619.0
2022-03-28,월,경남 지점,17769.57,1776957.0
2022-03-28,월,제주 지점,42171.39,4217139.0
2022-03-29,화,서울 지점,23606.21,2360621.0
2022-03-29,화,부산 지점,37197.52,3719752.0
2022-03-29,화,대구 지점,19621.92,1962192.0
2022-03-29,화,인천 지점,30965.41,3096541.0
2022-03-29,화,광주 지점,53121.96,5312196.0
2022-03-29,화,대전 지점,44531.96,4453196.0
2022-03-29,화,울산 지점,34366.74,3436674.0
2022-03-29,화,경기 지점,34574.24,3457424.0
2022-03-29,화,강원 지점,29367.56,2936756.0
2022-03-29,화,충북 지점,42611.71,4261171.0
2022-03-29,화,충남 지점,19417.47,1941747.0
2022-03-29,화,전북 지점,26858.11,2685811.0
2022-03-29,화,전남 지점,43983.64,4398364.0
2022-03-29,화,경북 지점,46098.65,4609865.0
2022-03-29,화,경남 지점,54298.5,5429850.0
2022-03-29,화,제주 지점,25247.18,2524718.0
2022-03-30,수,서울 지점,52636.69,5263669.0
2022-03-30,수,부산 지점,51202.72,5120272.0
2022-03-30,수,대구 지점,10509.51,1050951.0
2022-03-30,수,인천 지점,43630.19,4363019.0
2022-03-30,수,광주 지점,48354.23,4835423.0
2022-03-30,수,대전 지점,10197.81,1019781.0
2022-03-30,수,울산 지점,34691.64,3469164.0
2022-03-30,수,경기 지점,57643.17,5764317.0
2022-03-30,수,강원 지점,57680.87,5768087.0
2022-03-30,수,충북 지점,47022.73,4702273.0
2022-03-30,수,충남 지점,51583.32,5158332.0
2022-03-30,수,전북 지점,25377.45,2537745.0
2022-03-30,수,전남 지점,33053.27,3305327.0
2022-03-30,수,경북 지점,59762.68,5976268.0
2022-03-30,수,경남 지점,50365.13,5036513.0
2022-03-30,수,제주 지점,12229.89,1222989.0
2022-03-31,목,서울 지점,12726.41,1272641.0
2022-03-31,목,부산 지점,38981.35,3898135.0
2022-03-31,목,대구 지점,28665.12,2866512.0
2022-03-31,목,인천 지점,21802.94,2180294.0
2022-03-31,목,광주 지점,26005.91,2600591.0
2022-03-31,목,대전 지점,57947.55,5794755.0
2022-03-31,목,울산 지점,26078.38,2607838.0
2022-03-31,목,경기 지점,28091.71,2809171.0
2022-03-31,목,강원 지점,32565.81,3256581.0
2022-03-31,목,충북 지점,18043.3,1804330.0
2022-03-31,목,충남 지점,29466.69,2946669.0
2022-03-31,목,전북 지점,42327.74,4232774.0
2022-03-31,목,전남 지점,22961.08,2296108.0
2022-03-31,목,경북 지점,41146.0,4114600.0
2022-03-31,목,경남 지점,22236.72,2223672.0
2022-03-31,목,제주 지점,49334.4,4933440.0
2022-04-01,금,서울 지점,56872.85,5687285.0
2022-04-01,금,부산 지점,32220.99,3222099.0
2022-04-01,금,대구 지점,58176.38,5817638.0
2022-04-01,금,인천 지점,43219.08,4321908.0
2022-04-01,금,광주 지점,45581.9,4558190.0
2022-04-01,금,대전 지점,35567.08,3556708.0
2022-04-01,금,울산 지점,21372.9,2137290.0
2022-04-01,금,경기 지점,56986.3,5698630.0
2022-04-01,금,강원 지점,58491.93,5849193.0
2022-04-01,금,충북 지점,52098.96,5209896.0
2022-04-01,금,충남 지점,33175.55,3317555.0
2022-04-01,금,전북 지점,18560.87,1856087.0
2022-04-01,금,전남 지점,14484.78,1448478.0
2022-04-01,금,경북 지점,35227.58,3522758.0
2022-04-01,금,경남 지점,25261.24,2526124.0
2022-04-01,금,제주 지점,52840.38,5284038.0
2022-04-02,토,서울 지점,37188.92,3718892.0
2022-04-02,토,부산 지점,56035.33,5603533.0
2022-04-02,토,대구 지점,46265.31,4626531.0
2022-04-02,토,인천 지점,32610.87,3261087.0
2022-04-02,토,광주 지점,47154.86,4715486.0
2022-04-02,토,대전 지점,58404.31,5840431.0
2022-04-02,토,울산 지점,38144.08,3814408.0
2022-04-02,토,경기 지점,25704.86,2570486.0
2022-04-02,토,강원 지점,28590.32,2859032.0
2022-04-02,토,충북 지점,41017.45,4101745.0
2022-04-02,토,충남 지점,58589.2,5858920.0
2022-04-02,토,전북 지점,33603.24,3360324.0
2022-04-02,토,전남 지점,45447.81,4544781.0
2022-04-02,토,경북 지점,18958.75,1895875.0
2022-04-02,토,경남 지점,41022.12,4102212.0
2022-04-02,토,제주 지점,46694.38,4669438.0
2022-04-03,일,서울 지점,31166.95,3116695.0
2022-04-03,일,부산 지점,41817.16,4181716.0
2022-04-03,일,대구 지점,21352.84,2135284.0
2022-04-03,일,인천 지점,32970.72,3297072.0
2022-04-03,일,광주 지점,51278.9,5127890.0
2022-04-03,일,대전 지점,19982.29,1998229.0
2022-04-03,일,울산 지점,14453.64,1445364.0
2022-04-03,일,경기 지점,44821.18,4482118.0
2022-04-03,일,강원 지점,25676.48,2567648.0
2022-04-03,일,충북 지점,34405.0,3440500.0
2022-04-03,일,충남 지점,54591.43,5459143.0
2022-04-03,일,전북 지점,18650.89,1865089.0
2022-04-03,일,전남 지점,48651.07,4865107.0
2022-04-03,일,경북 지점,35334.61,3533461.0
2022-04-03,일,경남 지점,12330.68,1233068.0
2022-04-03,일,제주 지점,18974.42,1897442.0
2022-04-04,월,서울 지점,34776.24,3477624.0
2022-04-04,월,부산 지점,21230.26,2123026.0
2022-04-04,월,대구 지점,27771.42,2777142.0
2022-04-04,월,인천 지점,44662.62,4466262.0
2022-04-04,월,광주 지점,52377.71,5237771.0
2022-04-04,월,대전 지점,32039.23,3203923.0
2022-04-04,월,울산 지점,35456.75,3545675.0
2022-04-04,월,경기 지점,39523.01,3952301.0
2022-04-04,월,강원 지점,18489.2,1848920.0
2022-04-04,월,충북 지점,39873.75,3987375.0
2022-04-04,월,충남 지점,50455.55,5045555.0
2022-04-04,월,전북 지점,54753.31,5475331.0
2022-04-04,월,전남 지점,19554.48,1955448.0
2022-04-04,월,경북 지점,52829.73,5282973.0
2022-04-04,월,경남 지점,53778.58,5377858.0
2022-04-04,월,제주 지점,48144.72,4814472.0
2022-04-05,화,서울 지점,50956.6,5095660.0
2022-04-05,화,부산 지점,32178.64,3217864.0
2022-04-05,화,대구 지점,58563.38,5856338.0
2022-04-05,화,인천 지점,45891.75,4589175.0
2022-04-05,화,광주 지점,22876.17,2287617.0
2022-04-05,화,대전 지점,11472.58,1147258.0
2022-04-05,화,울산 지점,18772.8,1877280.0
2022-04-05,화,경기 지점,47289.58,4728958.0
2022-04-05,화,강원 지점,53106.65,5310665.0
2022-04-05,화,충북 지점,14374.51,1437451.0
2022-04-05,화,충남 지점,42711.05,4271105.0
2022-04-05,화,전북 지점,28450.48,2845048.0
2022-04-05,화,전남 지점,39382.96,3938296.0
2022-04-05,화,경북 지점,52439.82,5243982.0
2022-04-05,화,경남 지점,31397.42,3139742.0
2022-04-05,화,제주 지점,19371.5,1937150.0
2022-04-06,수,서울 지점,15674.99,1567499.0
2022-04-06,수,부산 지점,59922.09,5992209.0
2022-04-06,수,대구 지점,48366.54,4836654.0
2022-04-06,수,인천 지점,12715.22,1271522.0
2022-04-06,수,광주 지점,18580.71,1858071.0
2022-04-06,수,대전 지점,44251.51,4425151.0
2022-04-06,수,울산 지점,31140.89,3114089.0
2022-04-06,수,경기 지점,41032.59,4103259.0
2022-04-06,수,강원 지점,38251.55,3825155.0
2022-04-06,수,충북 지점,17852.15,1785215.0
2022-04-06,수,충남 지점,31970.82,3197082.0
2022-04-06,수,전북 지점,36508.17,3650817.0
2022-04-06,수,전남 지점,31919.89,3191989.0
2022-04-06,수,경북 지점,34047.98,3404798.0
2022-04-06,수,경남 지점,59467.98,5946798.0
2022-04-06,수,제주 지점,59257.85,5925785.0
2022-04-07,목,서울 지점,27626.3,2762630.0
2022-04-07,목,부산 지점,46474.04,4647404.0
2022-04-07,목,대구 지점,21682.62,2168262.0
2022-04-07,목,인천 지점,59572.69,5957269.0
2022-04-07,목,광주 지점,30687.83,3068783.0
2022-04-07,목,대전 지점,39192.62,3919262.0
2022-04-07,목,울산 지점,29061.21,2906121.0
2022-04-07,목,경기 지점,17830.5,1783050.0
2022-04-07,목,강원 지점,17699.41,1769941.0
2022-04-07,목,충북 지점,56969.2,5696920.0
2022-04-07,목,충남 지점,37627.15,3762715.0
2022-04-07,목,전북 지점,58579.67,5857967.0
2022-04-07,목,전남 지점,30143.04,3014304.0
2022-04-07,목,경북 지점,33704.44,3370444.0
2022-04-07,목,경남 지점,20913.24,2091324.0
2022-04-07,목,제주 지점,15238.81,1523881.0
2022-04-08,금,서울 지점,49142.0,4914200.0
2022-04-08,금,부산 지점,29799.72,2979972.0
2022-04-08,금,대구 지점,49330.22,4933022.0
2022-04-08,금,인천 지점,32382.45,3238245.0
2022-04-08,금,광주 지점,56241.82,5624182.0
2022-04-08,금,대전 지점,54201.82,5420182.0
2022-04-08,금,울산 지점,51059.31,5105931.0
2022-04-08,금,경기 지점,49662.11,4966211.0
2022-04-08,금,강원 지점,42896.16,4289616.0
2022-04-08,금,충북 지점,53541.43,5354143.0
2022-04-08,금,충남 지점,52574.77,5257477.0
2022-04-08,금,전북 지점,20644.85,2064485.0
2022-04-08,금,전남 지점,44844.37,4484437.0
2022-04-08,금,경북 지점,51722.23,5172223.0
2022-04-08,금,경남 지점,47265.72,4726572.0
2022-04-08,금,제주 지점,10851.98,1085198.0
2022-04-09,토,서울 지점,40875.33,4087533.0
2022-04-09,토,부산 지점,24246.28,2424628.0
2022-04-09,토,대구 지점,48690.37,4869037.0
2022-04-09,토,인천 지점,47025.64,4702564.0
2022-04-09,토,광주 지점,15439.73,1543973.0
2022-04-09,토,대전 지점,26691.39,2669139.0
2022-04-09,토,울산 지점,55027.87,5502787.0
2022-04-09,토,경기 지점,34160.88,3416088.0
2022-04-09,토,강원 지점,35343.1,3534310.0
2022-04-09,토,충북 지점,20192.68,2019268.0
2022-04-09,토,충남 지점,18892.22,1889222.0
2022-04-09,토,전북 지점,13347.24,1334724.0
2022-04-09,토,전남 지점,13988.28,1398828.0
2022-04-09,토,경북 지점,18763.38,1876338.0
2022-04-09,토,경남 지점,10700.7,1070070.0
2022-04-09,토,제주 지점,59725.5,5972550.0
2022-04-10,일,서울 지점,31742.41,3174241.0
2022-04-10,일,부산 지점,30412.97,3041297.0
2022-04-10,일,대구 지점,39331.9,3933190.0
2022-04-10,일,인천 지점,52762.1,5276210.0
2022-04-10,일,광주 지점,43166.5,4316650.0
2022-04-10,일,대전 지점,20695.89,2069589.0
2022-04-10,일,울산 지점,47249.52,4724952.0
2022-04-10,일,경기 지점,17000.14,1700014.0
2022-04-10,일,강원 지점,52824.19,5282419.0
2022-04-10,일,충북 지점,46648.4,4664840.0
2022-04-10,일,충남 지점,56847.65,5684765.0
2022-04-10,일,전북 지점,53755.61,5375561.0
2022-04-10,일,전남 지점,30646.37,3064637.0
2022-04-10,일,경북 지점,54711.0,5471100.0
2022-04-10,일,경남 지점,50490.29,5049029.0
2022-04-10,일,제주 지점,32362.72,3236272.0
2022-04-11,월,서울 지점,44745.52,4474552.0
2022-04-11,월,부산 지점,18327.42,1832742.0
2022-04-11,월,대구 지점,36716.39,3671639.0
2022-04-11,월,인천 지점,12681.05,1268105.0
2022-04-11,월,광주 지점,30544.97,3054497.0
2022-04-11,월,대전 지점,41405.47,4140547.0
2022-04-11,월,울산 지점,41374.31,4137431.0
2022-04-11,월,경기 지점,28518.92,2851892.0
2022-04-11,월,강원 지점,14408.12,1440812.0
2022-04-11,월,충북 지점,42049.02,4204902.0
2022-04-11,월,충남 지점,14236.02,1423602.0
2022-04-11,월,전북 지점,21716.21,2171621.0
2022-04-11,월,전남 지점,50164.06,5016406.0
2022-04-11,월,경북 지점,31832.53,3183253.0
2022-04-11,월,경남 지점,59988.58,5998858.0
2022-04-11,월,제주 지점,48512.76,4851276.0
2022-04-12,화,서울 지점,30258.5,3025850.0
2022-04-12,화,부산 지점,15491.08,1549108.0
2022-04-12,화,대구 지점,31458.34,3145834.0
2022-04-12,화,인천 지점,16831.64,1683164.0
2022-04-12,화,광주 지점,44496.69,4449669.0
2022-04-12,화,대전 지점,15251.18,1525118.0
2022-04-12,화,울산 지점,57165.53,5716553.0
2022-04-12,화,경기 지점,29487.8,2948780.0
2022-04-12,화,강원 지점,11633.0,1163300.0
2022-04-12,화,충북 지점,51430.13,5143013.0
2022-04-12,화,충남 지점,27570.11,2757011.0
2022-04-12,화,전북 지점,43497.34,4349734.0
2022-04-12,화,전남 지점,53166.39,5316639.0
2022-04-12,화,경북 지점,12941.2,1294120.0
2022-04-12,화,경남 지점,10786.16,1078616.0
2022-04-12,화,제주 지점,17078.67,1707867.0
2022-04-13,수,서울 지점,21777.58,2177758.0
2022-04-13,수,부산 지점,36206.07,3620607.0
2022-04-13,수,대구 지점,58047.97,5804797.0
2022-04-13,수,인천 지점,37252.8,3725280.0
2022-04-13,수,광주 지점,52965.12,5296512.0
2022-04-13,수,대전 지점,19980.22,1998022.0
2022-04-13,수,울산 지점,54654.41,5465441.0
2022-04-13,수,경기 지점,45730.36,4573036.0
2022-04-13,수,강원 지점,57493.7,5749370.0
2022-04-13,수,충북 지점,53673.36,5367336.0
2022-04-13,수,충남 지점,52512.98,5251298.0
2022-04-13,수,전북 지점,13656.15,1365615.0
2022-04-13,수,전남 지점,43693.32,4369332.0
2022-04-13,수,경북 지점,25378.35,2537835.0
2022-04-13,수,경남 지점,22920.25,2292025.0
2022-04-13,수,제주 지점,32658.84,3265884.0
2022-04-14,목,서울 지점,53363.96,5336396.0
2022-04-14,목,부산 지점,14489.26,1448926.0
2022-04-14,목,대구 지점,56208.89,5620889.0
2022-04-14,목,인천 지점,52901.05,5290105.0
2022-04-14,목,광주 지점,23993.27,2399327.0
2022-04-14,목,대전 지점,26967.91,2696791.0
2022-04-14,목,울산 지점,12536.37,1253637.0
2022-04-14,목,경기 지점,46480.93,4648093.0
2022-04-14,목,강원 지점,18589.38,1858938.0
2022-04-14,목,충북 지점,24768.38,2476838.0
2022-04-14,목,충남 지점,29898.23,2989823.0
2022-04-14,목,전북 지점,30329.69,3032969.0
2022-04-14,목,전남 지점,50077.63,5007763.0
2022-04-14,목,경북 지점,34749.44,3474944.0
2022-04-14,목,경남 지점,12782.37,1278237.0
2022-04-14,목,제주 지점,40027.04,4002704.0
2022-04-15,금,서울 지점,25340.47,2534047.0
2022-04-15,금,부산 지점,26993.22,2699322.0
2022-04-15,금,대구 지점,20333.46,2033346.0
2022-04-15,금,인천 지점,15586.25,1558625.0
2022-04-15,금,광주 지점,22809.29,2280929.0
2022-04-15,금,대전 지점,53842.19,5384219.0
2022-04-15,금,울산 지점,53587.26,5358726.0
2022-04-15,금,경기 지점,57253.08,5725308.0
2022-04-15,금,강원 지점,11711.24,1171124.0
2022-04-15,금,충북 지점,55025.51,5502551.0
2022-04-15,금,충남 지점,28075.89,2807589.0
2022-04-15,금,전북 지점,42428.64,4242864.0
2022-04-15,금,전남 지점,40991.15,4099115.0
2022-04-15,금,경북 지점,18584.99,1858499.0
2022-04-15,금,경남 지점,18605.07,1860507.0
2022-04-15,금,제주 지점,20669.25,2066925.0
2022-04-16,토,서울 지점,23439.17,2343917.0
2022-04-16,토,부산 지점,28471.54,2847154.0
2022-04-16,토,대구 지점,32750.57,3275057.0
2022-04-16,토,인천 지점,27955.72,2795572.0
2022-04-16,토,광주 지점,39464.52,3946452.0
2022-04-16,토,대전 지점,17857.87,1785787.0
2022-04-16,토,울산 지점,56617.49,5661749.0
2022-04-16,토,경기 지점,51863.85,5186385.0
2022-04-16,토,강원 지점,12591.19,1259119.0
2022-04-16,토,충북 지점,33079.19,3307919.0
2022-04-16,토,충남 지점,50734.35,5073435.0
2022-04-16,토,전북 지점,27622.86,2762286.0
2022-04-16,토,전남 지점,31171.51,3117151.0
2022-04-16,토,경북 지점,59787.79,5978779.0
2022-04-16,토,경남 지점,47775.43,4777543.0
2022-04-16,토,제주 지점,23848.71,2384871.0
2022-04-17,일,서울 지점,38262.24,3826224.0
2022-04-17,일,부산 지점,50135.29,5013529.0
2022-04-17,일,대구 지점,24013.94,2401394.0
2022-04-17,일,인천 지점,13807.01,1380701.0
2022-04-17,일,광주 지점,26491.46,2649146.0
2022-04-17,일,대전 지점,54128.45,5412845.0
2022-04-17,일,울산 지점,33393.59,3339359.0
2022-04-17,일,경기 지점,39863.11,3986311.0
2022-04-17,일,강원 지점,12065.56,1206556.0
2022-04-17,일,충북 지점,21973.49,2197349.0
2022-04-17,일,충남 지점,49238.21,4923821.0
2022-04-17,일,전북 지점,45566.5,4556650.0
2022-04-17,일,전남 지점,15543.55,1554355.0
2022-04-17,일,경북 지점,51022.67,5102267.0
2022-04-17,일,경남 지점,36591.43,3659143.0
2022-04-17,일,제주 지점,22496.06,2249606.0
2022-04-18,월,서울 지점,17775.4,1777540.0
2022-04-18,월,부산 지점,18572.54,1857254.0
2022-04-18,월,대구 지점,30899.83,3089983.0
2022-04-18,월,인천 지점,53804.64,5380464.0
2022-04-18,월,광주 지점,28388.6,2838860.0
2022-04-18,월,대전 지점,42554.03,4255403.0
2022-04-18,월,울산 지점,17137.75,1713775.0
2022-04-18,월,경기 지점,13194.23,1319423.0
2022-04-18,월,강원 지점,30556.96,3055696.0
2022-04-18,월,충북 지점,18222.61,1822261.0
2022-04-18,월,충남 지점,19734.11,1973411.0
2022-04-18,월,전북 지점,23481.84,2348184.0
2022-04-18,월,전남 지점,13075.25,1307525.0
2022-04-18,월,경북 지점,50043.07,5004307.0
2022-04-18,월,경남 지점,37102.91,3710291.0
2022-04-18,월,제주 지점,30356.04,3035604.0
2022-04-19,화,서울 지점,26565.25,2656525.0
2022-04-19,화,부산 지점,10048.69,1004869.0
2022-04-19,화,대구 지점,53467.84,5346784.0
2022-04-19,화,인천 지점,48093.73,4809373.0
2022-04-19,화,광주 지점,46553.12,4655312.0
2022-04-19,화,대전 지점,18722.62,1872262.0
2022-04-19,화,울산 지점,12609.82,1260982.0
2022-04-19,화,경기 지점,13235.08,1323508.0
2022-04-19,화,강원 지점,36813.4,3681340.0
2022-04-19,화,충북 지점,41806.2,4180620.0
2022-04-19,화,충남 지점,59909.89,5990989.0
2022-04-19,화,전북 지점,36118.19,3611819.0
2022-04-19,화,전남 지점,26619.02,2661902.0
2022-04-19,화,경북 지점,43988.24,4398824.0
2022-04-19,화,경남 지점,42197.09,4219709.0
2022-04-19,화,제주 지점,11145.19,1114519.0
2022-04-20,수,서울 지점,16186.01,1618601.0
2022-04-20,수,부산 지점,44617.46,4461746.0
2022-04-20,수,대구 지점,14117.56,1411756.0
2022-04-20,수,인천 지점,50309.98,5030998.0
2022-04-20,수,광주 지점,55389.81,5538981.0
2022-04-20,수,대전 지점,19999.82,1999982.0
2022-04-20,수,울산 지점,35274.14,3527414.0
2022-04-20,수,경기 지점,25727.42,2572742.0
2022-04-20,수,강원 지점,36046.73,3604673.0
2022-04-20,수,충북 지점,40797.93,4079793.0
2022-04-20,수,충남 지점,10586.34,1058634.0
2022-04-20,수,전북 지점,54769.73,5476973.0
2022-04-20,수,전남 지점,28460.77,2846077.0
2022-04-20,수,경북 지점,19591.79,1959179.0
2022-04-20,수,경남 지점,11605.24,1160524.0
2022-04-20,수,제주 지점,59635.23,5963523.0
2022-04-21,목,서울 지점,47973.02,4797302.0
2022-04-21,목,부산 지점,32798.36,3279836.0
2022-04-21,목,대구 지점,53293.74,5329374.0
2022-04-21,목,인천 지점,32806.57,3280657.0
2022-04-21,목,광주 지점,44395.3,4439530.0
2022-04-21,목,대전 지점,57858.7,5785870.0
2022-04-21,목,울산 지점,45312.24,4531224.0
2022-04-21,목,경기 지점,22005.84,2200584.0
2022-04-21,목,강원 지점,56668.44,5666844.0
2022-04-21,목,충북 지점,11110.59,1111059.0
2022-04-21,목,충남 지점,56022.62,5602262.0
2022-04-21,목,전북 지점,58106.26,5810626.0
2022-04-21,목,전남 지점,14590.45,1459045.0
2022-04-21,목,경북 지점,12799.61,1279961.0
2022-04-21,목,경남 지점,51933.89,5193389.0
2022-04-21,목,제주 지점,11255.73,1125573.0
2022-04-22,금,서울 지점,50233.57,5023357.0
2022-04-22,금,부산 지점,27649.29,2764929.0
2022-04-22,금,대구 지점,11103.55,1110355.0
2022-04-22,금,인천 지점,42139.99,4213999.0
2022-04-22,금,광주 지점,23971.35,2397135.0
2022-04-22,금,대전 지점,17562.08,1756208.0
2022-04-22,금,울산 지점,37332.14,3733214.0
2022-04-22,금,경기 지점,11411.04,1141104.0
2022-04-22,금,강원 지점,29670.69,2967069.0
2022-04-22,금,충북 지점,40857.9,4085790.0
2022-04-22,금,충남 지점,46287.19,4628719.0
2022-04-22,금,전북 지점,35837.15,3583715.0
2022-04-22,금,전남 지점,13085.37,1308537.0
2022-04-22,금,경북 지점,48172.62,4817262.0
2022-04-22,금,경남 지점,29381.16,2938116.0
2022-04-22,금,제주 지점,19037.27,1903727.0
2022-04-23,토,서울 지점,23238.65,2323865.0
2022-04-23,토,부산 지점,43373.28,4337328.0
2022-04-23,토,대구 지점,19889.13,1988913.0
2022-04-23,토,인천 지점,14405.78,1440578.0
2022-04-23,토,광주 지점,41052.67,4105267.0
2022-04-23,토,대전 지점,42295.01,4229501.0
2022-04-23,토,울산 지점,32250.67,3225067.0
2022-04-23,토,경기 지점,35250.16,3525016.0
2022-04-23,토,강원 지점,51591.01,5159101.0
2022-04-23,토,충북 지점,26928.42,2692842.0
2022-04-23,토,충남 지점,53183.65,5318365.0
2022-04-23,토,전북 지점,53678.48,5367848.0
2022-04-23,토,전남 지점,35601.16,3560116.0
2022-04-23,토,경북 지점,10835.36,1083536.0
2022-04-23,토,경남 지점,56120.13,5612013.0
2022-04-23,토,제주 지점,16995.23,1699523.0
2022-04-24,일,서울 지점,36360.04,3636004.0
2022-04-24,일,부산 지점,43611.77,4361177.0
2022-04-24,일,대구 지점,14754.98,1475498.0
2022-04-24,일,인천 지점,47512.15,4751215.0
2022-04-24,일,광주 지점,40652.42,4065242.0
2022-04-24,일,대전 지점,43646.53,4364653.0
2022-04-24,일,울산 지점,17692.66,1769266.0
2022-04-24,일,경기 지점,23592.88,2359288.0
2022-04-24,일,강원 지점,25129.33,2512933.0
2022-04-24,일,충북 지점,17519.94,1751994.0
2022-04-24,일,충남 지점,38300.53,3830053.0
2022-04-24,일,전북 지점,13830.61,1383061.0
2022-04-24,일,전남 지점,22829.6,2282960.0
2022-04-24,일,경북 지점,48061.37,4806137.0
2022-04-24,일,경남 지점,21854.53,2185453.0
2022-04-24,일,제주 지점,19725.72,1972572.0
2022-04-25,월,서울 지점,17078.12,1707812.0
2022-04-25,월,부산 지점,40853.6,4085360.0
2022-04-25,월,대구 지점,32701.67,3270167.0
2022-04-25,월,인천 지점,20997.07,2099707.0
2022-04-25,월,광주 지점,20193.09,2019309.0
2022-04-25,월,대전 지점,59440.78,5944078.0
2022-04-25,월,울산 지점,13338.6,1333860.0
2022-04-25,월,경기 지점,47182.74,4718274.0
2022-04-25,월,강원 지점,55753.55,5575355.0
2022-04-25,월,충북 지점,32268.44,3226844.0
2022-04-25,월,충남 지점,34081.11,3408111.0
2022-04-25,월,전북 지점,52650.83,5265083.0
2022-04-25,월,전남 지점,10722.37,1072237.0
2022-04-25,월,경북 지점,19488.6,1948860.0
2022-04-25,월,경남 지점,45690.77,4569077.0
2022-04-25,월,제주 지점,35713.04,3571304.0
2022-04-26,화,서울 지점,58360.3,5836030.0
2022-04-26,화,부산 지점,20577.63,2057763.0
2022-04-26,화,대구 지점,54332.18,5433218.0
2022-04-26,화,인천 지점,59993.13,5999313.0
2022-04-26,화,광주 지점,10062.99,1006299.0
2022-04-26,화,대전 지점,24426.45,2442645.0
2022-04-26,화,울산 지점,59061.56,5906156.0
2022-04-26,화,경기 지점,54923.1,5492310.0
2022-04-26,화,강원 지점,14827.27,1482727.0
2022-04-26,화,충북 지점,22854.02,2285402.0
2022-04-26,화,충남 지점,41371.2,4137120.0
2022-04-26,화,전북 지점,22390.48,2239048.0
2022-04-26,화,전남 지점,29581.18,2958118.0
2022-04-26,화,경북 지점,22678.9,2267890.0
2022-04-26,화,경남 지점,24946.74,2494674.0
2022-04-26,화,제주 지점,27056.17,2705617.0
2022-04-27,수,서울 지점,36260.1,3626010.0
2022-04-27,수,부산 지점,48987.18,4898718.0
2022-04-27,수,대구 지점,37525.68,3752568.0
2022-04-27,수,인천 지점,22296.97,2229697.0
2022-04-27,수,광주 지점,42783.75,4278375.0
2022-04-27,수,대전 지점,51614.01,5161401.0
2022-04-27,수,울산 지점,42460.98,4246098.0
2022-04-27,수,경기 지점,50004.64,5000464.0
2022-04-27,수,강원 지점,32461.76,3246176.0
2022-04-27,수,충북 지점,56217.0,5621700.0
2022-04-27,수,충남 지점,40705.68,4070568.0
2022-04-27,수,전북 지점,45564.78,4556478.0
2022-04-27,수,전남 지점,15537.33,1553733.0
2022-04-27,수,경북 지점,41457.29,4145729.0
2022-04-27,수,경남 지점,11445.66,1144566.0
2022-04-27,수,제주 지점,18187.03,1818703.0
2022-04-28,목,서울 지점,44933.79,4493379.0
2022-04-28,목,부산 지점,43794.61,4379461.0
2022-04-28,목,대구 지점,34813.41,3481341.0
2022-04-28,목,인천 지점,42888.11,4288811.0
2022-04-28,목,광주 지점,50979.09,5097909.0
2022-04-28,목,대전 지점,51703.26,5170326.0
2022-04-28,목,울산 지점,54474.62,5447462.0
2022-04-28,목,경기 지점,54506.18,5450618.0
2022-04-28,목,강원 지점,38258.74,3825874.0
2022-04-28,목,충북 지점,27647.44,2764744.0
2022-04-28,목,충남 지점,10014.53,1001453.0
2022-04-28,목,전북 지점,56562.72,5656272.0
2022-04-28,목,전남 지점,19868.71,1986871.0
2022-04-28,목,경북 지점,51645.51,5164551.0
2022-04-28,목,경남 지점,22536.36,2253636.0
2022-04-28,목,제주 지점,26090.98,2609098.0
2022-04-29,금,서울 지점,20322.06,2032206.0
2022-04-29,금,부산 지점,48788.22,4878822.0
2022-04-29,금,대구 지점,31772.02,3177202.0
2022-04-29,금,인천 지점,58094.43,5809443.0
2022-04-29,금,광주 지점,50486.48,5048648.0
2022-04-29,금,대전 지점,38323.53,3832353.0
2022-04-29,금,울산 지점,49155.18,4915518.0
2022-04-29,금,경기 지점,52118.86,5211886.0
2022-04-29,금,강원 지점,55855.3,5585530.0
2022-04-29,금,충북 지점,13998.33,1399833.0
2022-04-29,금,충남 지점,50058.48,5005848.0
2022-04-29,금,전북 지점,19195.47,1919547.0
2022-04-29,금,전남 지점,55807.19,5580719.0
2022-04-29,금,경북 지점,19393.79,1939379.0
2022-04-29,금,경남 지점,18604.98,1860498.0
2022-04-29,금,제주 지점,34694.78,3469478.0
2022-04-30,토,서울 지점,52863.16,5286316.0
2022-04-30,토,부산 지점,14384.29,1438429.0
2022-04-30,토,대구 지점,12994.97,1299497.0
2022-04-30,토,인천 지점,48248.83,4824883.0
2022-04-30,토,광주 지점,51979.67,5197967.0
2022-04-30,토,대전 지점,32845.46,3284546.0
2022-04-30,토,울산 지점,42366.01,4236601.0
2022-04-30,토,경기 지점,16465.19,1646519.0
2022-04-30,토,강원 지점,39825.49,3982549.0
2022-04-30,토,충북 지점,10540.16,1054016.0
2022-04-30,토,충남 지점,25095.22,2509522.0
2022-04-30,토,전북 지점,11070.34,1107034.0
