연월,사업장,지역,고객_카테고리,판매량_m3,판매액_만원,고객수,평균_사용량
2022-07,부산 지점,부산,주택용,24693.87,1991374.0,142,12.3
2022-07,부산 지점,부산,상업용,14741.81,1508960.0,3072,3.67
2022-07,부산 지점,부산,산업용,33452.27,3321496.0,1099,7.09
2022-07,부산 지점,부산,발전용,16739.97,1880762.0,551,6.5
2022-07,대구 지점,대구,주택용,18724.71,1966001.0,4646,4.93
2022-07,대구 지점,대구,상업용,15489.76,1579248.0,3297,6.25
2022-07,대구 지점,대구,산업용,55314.67,5764905.0,987,17.26
2022-07,대구 지점,대구,발전용,13696.14,1300542.0,551,3.54
2022-07,인천 지점,인천,주택용,30869.61,3692452.0,2861,6.78
2022-07,인천 지점,인천,상업용,10468.7,884942.0,1441,2.15
2022-07,인천 지점,인천,산업용,31343.37,2838802.0,4973,102.1
2022-07,인천 지점,인천,발전용,13370.09,1161652.0,1618,4.95
2022-07,광주 지점,광주,주택용,15274.44,1231187.0,1842,10.86
2022-07,광주 지점,광주,상업용,14970.67,1555553.0,4608,12.6
2022-07,광주 지점,광주,산업용,45106.0,3620536.0,1371,23.58
2022-07,광주 지점,광주,발전용,21517.98,2527301.0,182,10.65
2022-07,대전 지점,대전,주택용,17194.39,1832918.0,469,8.96
2022-07,대전 지점,대전,상업용,8871.04,801485.0,3776,3.51
2022-07,대전 지점,대전,산업용,39759.06,3565627.0,2359,10.32
2022-07,대전 지점,대전,발전용,22917.51,2159719.0,4264,9.37
2022-07,울산 지점,울산,주택용,20802.97,2224146.0,4533,12.03
2022-07,울산 지점,울산,상업용,21188.13,2156320.0,3857,8.36
2022-07,울산 지점,울산,산업용,34863.89,3306649.0,2656,7.6
2022-07,울산 지점,울산,발전용,32379.09,2635668.0,3358,11.1
2022-07,경기 지점,경기,주택용,26970.53,2858145.0,1458,166.48
2022-07,경기 지점,경기,상업용,13341.06,1097263.0,2235,3.95
2022-07,경기 지점,경기,산업용,23795.47,2010127.0,1024,31.98
2022-07,경기 지점,경기,발전용,27599.31,2700539.0,4264,93.56
2022-07,강원 지점,강원,주택용,36740.28,3051847.0,4027,13.65
2022-07,강원 지점,강원,상업용,15842.61,1414291.0,1336,67.13
2022-07,강원 지점,강원,산업용,34055.5,3929156.0,3042,11.85
2022-07,강원 지점,강원,발전용,23312.49,2321343.0,3418,6.16
2022-07,충북 지점,충북,주택용,32793.27,3076311.0,4833,54.84
2022-07,충북 지점,충북,상업용,12345.47,1287757.0,2353,5.16
2022-07,충북 지점,충북,산업용,30935.18,3695203.0,236,8.94
2022-07,충북 지점,충북,발전용,20885.55,2088649.0,4336,10.34
2022-07,충남 지점,충남,주택용,23397.96,2187435.0,2787,5.48
2022-07,충남 지점,충남,상업용,20279.49,2252231.0,3745,4.29
2022-07,충남 지점,충남,산업용,28656.8,3111718.0,1267,7.18
2022-07,충남 지점,충남,발전용,30057.1,2987790.0,3094,7.68
2022-07,전북 지점,전북,주택용,25471.04,2051303.0,3089,5.38
2022-07,전북 지점,전북,상업용,6686.36,663089.0,2898,2.74
2022-07,전북 지점,전북,산업용,49715.65,5944436.0,631,11.26
2022-07,전북 지점,전북,발전용,16143.11,1335819.0,2721,3.34
2022-07,전남 지점,전남,주택용,19509.06,1730584.0,1185,14.15
2022-07,전남 지점,전남,상업용,8219.94,679448.0,349,4.13
2022-07,전남 지점,전남,산업용,32495.31,2869001.0,143,8.75
2022-07,전남 지점,전남,발전용,15382.83,1389520.0,1090,5.05
2022-07,경북 지점,경북,주택용,26107.84,2409132.0,3616,7.59
2022-07,경북 지점,경북,상업용,13138.77,1503871.0,2881,17.54
2022-07,경북 지점,경북,산업용,21263.29,2400056.0,4853,44.02
2022-07,경북 지점,경북,발전용,22218.96,2247425.0,4351,5.44
2022-07,경남 지점,경남,주택용,30764.71,3464033.0,2535,16.07
2022-07,경남 지점,경남,상업용,15003.07,1330611.0,3848,5.6
2022-07,경남 지점,경남,산업용,22267.2,2375329.0,3049,10.11
2022-07,경남 지점,경남,발전용,19977.74,1673597.0,2478,15.31
2022-07,제주 지점,제주,주택용,34189.9,3831112.0,2605,21.72
2022-07,제주 지점,제주,상업용,9285.41,751162.0,3870,3.03
2022-07,제주 지점,제주,산업용,26233.66,2113784.0,2609,25.74
2022-07,제주 지점,제주,발전용,28020.96,2873152.0,4904,8.5
2022-08,서울 지점,서울,주택용,26121.53,2828855.0,2358,8.7
2022-08,서울 지점,서울,상업용,16940.84,2029941.0,2927,7.31
2022-08,서울 지점,서울,산업용,23110.62,2475177.0,1198,9.53
2022-08,서울 지점,서울,발전용,24411.19,2494519.0,1778,34.14
2022-08,부산 지점,부산,주택용,25258.05,2039987.0,1235,6.16
2022-08,부산 지점,부산,상업용,19418.51,1969764.0,3355,102.74
2022-08,부산 지점,부산,산업용,43443.6,4488925.0,3023,10.91
2022-08,부산 지점,부산,발전용,12190.98,1404875.0,1041,4.57
2022-08,대구 지점,대구,주택용,28036.03,3234891.0,4374,11.88
2022-08,대구 지점,대구,상업용,19167.42,2128283.0,3956,5.93
2022-08,대구 지점,대구,산업용,35331.21,3064090.0,862,14.58
2022-08,대구 지점,대구,발전용,18993.47,2268051.0,2140,27.81
2022-08,인천 지점,인천,주택용,21885.36,1954368.0,1183,29.22
2022-08,인천 지점,인천,상업용,10843.72,1218410.0,3394,2.49
2022-08,인천 지점,인천,산업용,20705.29,2123045.0,2243,7.96
2022-08,인천 지점,인천,발전용,13007.43,1131253.0,3316,4.02
2022-08,광주 지점,광주,주택용,23404.07,2301492.0,787,37.21
2022-08,광주 지점,광주,상업용,17588.08,1998082.0,2996,5.49
2022-08,광주 지점,광주,산업용,28354.05,2826977.0,3209,21.25
2022-08,광주 지점,광주,발전용,13454.5,1300321.0,2977,5.11
2022-08,대전 지점,대전,주택용,19528.9,1944785.0,1730,4.33
2022-08,대전 지점,대전,상업용,12532.11,1288741.0,319,82.45
2022-08,대전 지점,대전,산업용,23300.62,2728153.0,2394,136.26
2022-08,대전 지점,대전,발전용,33313.13,3114751.0,926,74.36
2022-08,울산 지점,울산,주택용,27433.48,3153832.0,3658,5.99
2022-08,울산 지점,울산,상업용,8415.69,925816.0,2073,2.73
2022-08,울산 지점,울산,산업용,26652.68,2174922.0,3857,62.42
2022-08,울산 지점,울산,발전용,19100.39,2109122.0,3443,19.37
2022-08,경기 지점,경기,주택용,27412.35,2629245.0,1217,7.81
2022-08,경기 지점,경기,상업용,8400.97,878785.0,2861,2.38
2022-08,경기 지점,경기,산업용,20526.88,2331180.0,3172,17.59
2022-08,경기 지점,경기,발전용,11979.83,1011861.0,3051,70.06
2022-08,강원 지점,강원,주택용,27500.75,2825388.0,1604,10.73
2022-08,강원 지점,강원,상업용,17297.39,1603848.0,592,59.44
2022-08,강원 지점,강원,산업용,26120.05,2436693.0,1573,22.02
2022-08,강원 지점,강원,발전용,20228.59,1857514.0,1673,6.15
2022-08,충북 지점,충북,주택용,25262.55,2481408.0,3459,7.71
2022-08,충북 지점,충북,상업용,11334.88,1048777.0,4991,5.5
2022-08,충북 지점,충북,산업용,45613.42,5343394.0,3663,44.63
2022-08,충북 지점,충북,발전용,15445.21,1511601.0,1373,5.04
2022-08,충남 지점,충남,주택용,25180.02,2925274.0,1128,12.12
2022-08,충남 지점,충남,상업용,15665.65,1702619.0,2498,3.38
2022-08,충남 지점,충남,산업용,26729.26,2342135.0,4865,6.57
2022-08,충남 지점,충남,발전용,13562.85,1373350.0,2441,4.09
2022-08,전북 지점,전북,주택용,35134.95,3359071.0,2217,12.67
2022-08,전북 지점,전북,상업용,8941.37,1027549.0,1786,30.73
2022-08,전북 지점,전북,산업용,33696.83,3775367.0,2152,9.89
2022-08,전북 지점,전북,발전용,19325.47,2238429.0,459,6.52
2022-08,전남 지점,전남,주택용,28940.41,2658301.0,831,7.13
2022-08,전남 지점,전남,상업용,7188.88,608381.0,1711,7.22
2022-08,전남 지점,전남,산업용,39612.13,3738131.0,4600,29.74
2022-08,전남 지점,전남,발전용,10805.59,1105330.0,756,40.78
2022-08,경북 지점,경북,주택용,23175.49,2603447.0,3680,62.98
2022-08,경북 지점,경북,상업용,13658.87,1466343.0,3176,12.59
2022-08,경북 지점,경북,산업용,40679.65,4417409.0,3050,8.56
2022-08,경북 지점,경북,발전용,19302.27,1818016.0,1735,10.74
2022-08,경남 지점,경남,주택용,21896.72,1975379.0,2502,4.38
2022-08,경남 지점,경남,상업용,12751.87,1167054.0,907,44.59
2022-08,경남 지점,경남,산업용,24869.0,2695913.0,4966,29.02
2022-08,경남 지점,경남,발전용,18449.72,1513036.0,975,7.33
2022-08,제주 지점,제주,주택용,20918.93,1709539.0,2880,40.07
2022-08,제주 지점,제주,상업용,18182.08,2068878.0,2641,5.73
2022-08,제주 지점,제주,산업용,33639.99,3060411.0,1325,25.2
2022-08,제주 지점,제주,발전용,28831.87,3110030.0,1575,9.62
2022-09,서울 지점,서울,주택용,34851.19,3346010.0,2906,39.69
2022-09,서울 지점,서울,상업용,17082.05,1661048.0,940,8.92
2022-09,서울 지점,서울,산업용,38031.63,4223474.0,2117,15.12
2022-09,서울 지점,서울,발전용,22289.58,2500859.0,1148,15.3
2022-09,부산 지점,부산,주택용,20595.01,2428770.0,3050,5.29
2022-09,부산 지점,부산,상업용,15109.74,1232587.0,340,9.14
2022-09,부산 지점,부산,산업용,44795.84,4027815.0,2445,255.98
2022-09,부산 지점,부산,발전용,11396.7,1169790.0,2002,2.77
2022-09,대구 지점,대구,주택용,16786.85,1556178.0,1927,5.37
2022-09,대구 지점,대구,상업용,9538.24,872682.0,3834,8.92
2022-09,대구 지점,대구,산업용,42505.56,4580068.0,4656,8.83
2022-09,대구 지점,대구,발전용,22908.26,2150224.0,4069,7.47
2022-09,인천 지점,인천,주택용,16373.3,1835677.0,3598,17.62
2022-09,인천 지점,인천,상업용,10303.12,870052.0,3506,41.71
2022-09,인천 지점,인천,산업용,34946.95,3299655.0,2077,17.84
2022-09,인천 지점,인천,발전용,15688.05,1868309.0,2625,12.24
2022-09,광주 지점,광주,주택용,27824.05,2915282.0,2007,22.07
2022-09,광주 지점,광주,상업용,10535.12,1236584.0,3278,4.63
2022-09,광주 지점,광주,산업용,34340.8,3394177.0,4142,23.35
2022-09,광주 지점,광주,발전용,26887.96,2701313.0,2678,6.49
2022-09,대전 지점,대전,주택용,37024.37,3842007.0,3109,7.63
2022-09,대전 지점,대전,상업용,6471.88,637886.0,397,6.86
2022-09,대전 지점,대전,산업용,24364.35,2068053.0,2510,5.38
2022-09,대전 지점,대전,발전용,16408.72,1321678.0,1987,6.19
2022-09,울산 지점,울산,주택용,20560.3,1788456.0,1509,11.46
2022-09,울산 지점,울산,상업용,11067.42,896321.0,3064,2.71
2022-09,울산 지점,울산,산업용,27283.98,2347173.0,4231,15.09
2022-09,울산 지점,울산,발전용,31278.44,3348496.0,4359,7.2
2022-09,경기 지점,경기,주택용,30091.01,3203892.0,3275,7.69
2022-09,경기 지점,경기,상업용,17124.31,1604706.0,3572,21.95
2022-09,경기 지점,경기,산업용,31260.49,2861275.0,2353,7.38
2022-09,경기 지점,경기,발전용,12149.55,1234540.0,1035,2.98
2022-09,강원 지점,강원,주택용,34820.29,3314862.0,4703,12.1
2022-09,강원 지점,강원,상업용,7958.37,950973.0,1467,1.92
2022-09,강원 지점,강원,산업용,56099.93,5221649.0,228,11.45
2022-09,강원 지점,강원,발전용,13334.88,1135238.0,1744,2.98
2022-09,충북 지점,충북,주택용,31502.83,2755413.0,3612,19.7
2022-09,충북 지점,충북,상업용,13097.87,1552611.0,3923,11.4
2022-09,충북 지점,충북,산업용,48882.27,5817915.0,4162,11.79
2022-09,충북 지점,충북,발전용,18596.17,1784613.0,2007,3.77
2022-09,충남 지점,충남,주택용,23970.11,2774430.0,362,5.37
2022-09,충남 지점,충남,상업용,18659.89,2195580.0,4241,4.67
2022-09,충남 지점,충남,산업용,40095.36,4291267.0,1198,86.23
2022-09,충남 지점,충남,발전용,23921.86,2468478.0,412,5.05
2022-09,전북 지점,전북,주택용,25817.72,2581052.0,3110,5.25
2022-09,전북 지점,전북,상업용,23041.55,1843496.0,606,67.18
2022-09,전북 지점,전북,산업용,27715.9,2436382.0,4525,5.72
2022-09,전북 지점,전북,발전용,25145.44,2175118.0,1311,24.44
2022-09,전남 지점,전남,주택용,12873.95,1217178.0,4486,3.27
2022-09,전남 지점,전남,상업용,11974.05,1028983.0,607,7.8
2022-09,전남 지점,전남,산업용,27450.1,3227658.0,4157,7.2
2022-09,전남 지점,전남,발전용,26727.75,2466407.0,4450,16.94
2022-09,경북 지점,경북,주택용,27360.02,2849091.0,3835,9.97
2022-09,경북 지점,경북,상업용,15137.57,1301311.0,1647,15.75
2022-09,경북 지점,경북,산업용,20599.6,1756882.0,370,4.15
2022-09,경북 지점,경북,발전용,25528.64,2433610.0,1309,5.35
2022-09,경남 지점,경남,주택용,16847.68,1978173.0,1549,5.27
2022-09,경남 지점,경남,상업용,7078.17,683786.0,4374,4.04
2022-09,경남 지점,경남,산업용,49720.26,4541178.0,3614,34.22
2022-09,경남 지점,경남,발전용,8783.41,963468.0,128,65.55
2022-09,제주 지점,제주,주택용,15271.74,1734349.0,439,3.49
2022-09,제주 지점,제주,상업용,8975.42,1033262.0,3999,8.04
2022-09,제주 지점,제주,산업용,45115.09,4423432.0,2413,27.95
2022-09,제주 지점,제주,발전용,34302.7,3837079.0,1617,8.54
2022-10,서울 지점,서울,주택용,23493.88,2013479.0,1264,11.93
2022-10,서울 지점,서울,상업용,14983.38,1657744.0,4663,5.2
2022-10,서울 지점,서울,산업용,23864.96,2604771.0,3603,8.67
2022-10,서울 지점,서울,발전용,19738.1,2043049.0,2960,4.52
2022-10,부산 지점,부산,주택용,37227.39,4456141.0,4569,24.0
2022-10,부산 지점,부산,상업용,12558.74,1102543.0,4634,3.22
2022-10,부산 지점,부산,산업용,51570.8,4248644.0,226,39.95
2022-10,부산 지점,부산,발전용,25563.27,2735736.0,4639,32.61
2022-10,대구 지점,대구,주택용,20535.57,2457314.0,2212,4.23
2022-10,대구 지점,대구,상업용,19713.22,1852928.0,3634,5.8
2022-10,대구 지점,대구,산업용,24374.89,2756799.0,4630,31.21
2022-10,대구 지점,대구,발전용,18237.37,1759836.0,2680,4.06
2022-10,인천 지점,인천,주택용,26321.89,2736739.0,2085,6.19
2022-10,인천 지점,인천,상업용,11297.56,1168090.0,4966,7.64
2022-10,인천 지점,인천,산업용,35223.78,3175230.0,2148,8.1
2022-10,인천 지점,인천,발전용,28891.71,3247614.0,4918,6.12
2022-10,광주 지점,광주,주택용,18247.64,2036941.0,444,126.72
2022-10,광주 지점,광주,상업용,10955.04,951699.0,2140,29.37
2022-10,광주 지점,광주,산업용,47006.32,5018163.0,1511,13.91
2022-10,광주 지점,광주,발전용,19665.66,2094808.0,3941,5.21
2022-10,대전 지점,대전,주택용,38743.97,3175798.0,4716,31.25
2022-10,대전 지점,대전,상업용,18207.68,1716308.0,4187,105.86
2022-10,대전 지점,대전,산업용,38481.55,4072276.0,1274,10.02
2022-10,대전 지점,대전,발전용,28272.16,2706840.0,4404,6.03
2022-10,울산 지점,울산,주택용,28484.86,2634496.0,4789,9.39
2022-10,울산 지점,울산,상업용,15779.19,1843964.0,4579,6.68
2022-10,울산 지점,울산,산업용,25470.98,2707785.0,2452,20.1
2022-10,울산 지점,울산,발전용,18357.2,2111437.0,3874,7.91
2022-10,경기 지점,경기,주택용,34623.34,4078663.0,3297,22.17
2022-10,경기 지점,경기,상업용,14564.8,1632654.0,1289,18.51
2022-10,경기 지점,경기,산업용,50142.26,4639001.0,1744,12.33
2022-10,경기 지점,경기,발전용,23744.73,2191302.0,2430,12.81
2022-10,강원 지점,강원,주택용,20721.78,2184944.0,2722,8.96
2022-10,강원 지점,강원,상업용,17262.32,1870813.0,710,80.29
2022-10,강원 지점,강원,산업용,43933.37,3759373.0,1173,8.94
2022-10,강원 지점,강원,발전용,24340.43,2624081.0,4897,22.48
2022-10,충북 지점,충북,주택용,30702.97,2525211.0,4274,12.38
2022-10,충북 지점,충북,상업용,14277.99,1432229.0,4745,6.61
2022-10,충북 지점,충북,산업용,23047.81,2226553.0,2744,4.65
2022-10,충북 지점,충북,발전용,20066.35,1827539.0,2650,4.64
2022-10,충남 지점,충남,주택용,38264.34,3458489.0,1651,11.47
2022-10,충남 지점,충남,상업용,15186.39,1727531.0,2821,9.72
2022-10,충남 지점,충남,산업용,41321.0,4471862.0,3431,18.19
2022-10,충남 지점,충남,발전용,20577.85,1675523.0,3753,8.35
2022-10,전북 지점,전북,주택용,18804.0,2107855.0,3120,57.33
2022-10,전북 지점,전북,상업용,19001.26,1544211.0,925,4.9
2022-10,전북 지점,전북,산업용,44618.51,4530376.0,3988,295.49
2022-10,전북 지점,전북,발전용,25282.54,2987428.0,2838,7.5
2022-10,전남 지점,전남,주택용,19495.1,1741745.0,3602,4.71
2022-10,전남 지점,전남,상업용,13944.22,1604090.0,3383,6.13
2022-10,전남 지점,전남,산업용,19122.22,1757447.0,4468,13.49
2022-10,전남 지점,전남,발전용,13121.79,1114746.0,1605,3.99
2022-10,경북 지점,경북,주택용,22228.01,1997819.0,1651,37.61
2022-10,경북 지점,경북,상업용,15650.48,1566592.0,4060,4.04
2022-10,경북 지점,경북,산업용,27122.69,2596532.0,426,5.65
2022-10,경북 지점,경북,발전용,22446.36,2459645.0,228,41.8
2022-10,경남 지점,경남,주택용,15183.21,1792116.0,4586,3.78
2022-10,경남 지점,경남,상업용,11700.74,1379649.0,1690,2.44
2022-10,경남 지점,경남,산업용,36111.0,3803591.0,2828,9.42
2022-10,경남 지점,경남,발전용,32130.78,3292587.0,1303,17.28
2022-10,제주 지점,제주,주택용,34222.66,3068866.0,3268,15.41
2022-10,제주 지점,제주,상업용,16443.16,1661472.0,4769,21.47
2022-10,제주 지점,제주,산업용,32476.32,3270097.0,2160,8.61
2022-10,제주 지점,제주,발전용,13421.54,1401109.0,4622,4.08
2022-11,서울 지점,서울,주택용,19005.23,2212837.0,3301,19.24
2022-11,서울 지점,서울,상업용,18247.76,1884311.0,3101,9.93
2022-11,서울 지점,서울,산업용,32760.07,3575919.0,3895,14.57
2022-11,서울 지점,서울,발전용,9857.38,986530.0,4754,2.92
2022-11,부산 지점,부산,주택용,23518.6,2280148.0,253,5.49
2022-11,부산 지점,부산,상업용,18337.23,1686462.0,4372,4.74
2022-11,부산 지점,부산,산업용,50798.38,5975906.0,1169,20.74
2022-11,부산 지점,부산,발전용,15286.82,1261167.0,243,5.9
2022-11,대구 지점,대구,주택용,28393.39,2520340.0,2813,6.63
2022-11,대구 지점,대구,상업용,11639.52,1178551.0,4093,4.47
2022-11,대구 지점,대구,산업용,29403.28,3079453.0,3041,10.66
2022-11,대구 지점,대구,발전용,8958.36,844938.0,3376,6.4
2022-11,인천 지점,인천,주택용,35184.02,3621932.0,2821,9.44
2022-11,인천 지점,인천,상업용,8213.83,925122.0,3222,1.76
2022-11,인천 지점,인천,산업용,51192.49,5830922.0,242,11.67
2022-11,인천 지점,인천,발전용,10601.81,969631.0,4600,8.33
2022-11,광주 지점,광주,주택용,29271.72,2652113.0,2925,7.66
2022-11,광주 지점,광주,상업용,7659.59,855390.0,3906,7.8
2022-11,광주 지점,광주,산업용,27375.61,3173770.0,2997,11.68
2022-11,광주 지점,광주,발전용,12736.91,1267176.0,3042,4.78
2022-11,대전 지점,대전,주택용,18595.06,2063620.0,973,3.99
2022-11,대전 지점,대전,상업용,15617.78,1292977.0,3191,3.61
2022-11,대전 지점,대전,산업용,41773.61,4765888.0,1569,87.58
2022-11,대전 지점,대전,발전용,17631.83,1648412.0,169,4.38
2022-11,울산 지점,울산,주택용,22690.98,2229904.0,2095,15.97
2022-11,울산 지점,울산,상업용,14490.87,1228368.0,837,51.94
2022-11,울산 지점,울산,산업용,48951.81,4407407.0,2376,70.43
2022-11,울산 지점,울산,발전용,15420.09,1299373.0,408,34.89
2022-11,경기 지점,경기,주택용,31554.81,3409012.0,3213,10.31
2022-11,경기 지점,경기,상업용,9963.99,835238.0,645,4.92
2022-11,경기 지점,경기,산업용,23116.4,2053031.0,2763,7.61
2022-11,경기 지점,경기,발전용,25195.25,2883010.0,3119,5.63
2022-11,강원 지점,강원,주택용,35887.43,3101526.0,1520,10.25
2022-11,강원 지점,강원,상업용,11151.97,1190921.0,3071,2.42
2022-11,강원 지점,강원,산업용,21777.33,2348289.0,3104,4.72
2022-11,강원 지점,강원,발전용,21475.91,1895040.0,2782,19.72
2022-11,충북 지점,충북,주택용,24723.4,2418765.0,4552,69.64
2022-11,충북 지점,충북,상업용,8635.37,977374.0,296,3.28
2022-11,충북 지점,충북,산업용,45604.27,5359745.0,2983,34.97
2022-11,충북 지점,충북,발전용,25212.42,2821772.0,2546,78.79
2022-11,충남 지점,충남,주택용,24043.42,2613689.0,4410,7.71
2022-11,충남 지점,충남,상업용,17044.34,1733460.0,4186,52.44
2022-11,충남 지점,충남,산업용,41954.25,3739518.0,3240,43.48
2022-11,충남 지점,충남,발전용,14812.94,1530655.0,4756,14.55
2022-11,전북 지점,전북,주택용,18778.14,2021820.0,346,7.43
2022-11,전북 지점,전북,상업용,12428.67,1446662.0,3251,3.51
2022-11,전북 지점,전북,산업용,47693.58,5259510.0,3164,55.91
2022-11,전북 지점,전북,발전용,21114.95,1861490.0,4026,6.18
2022-11,전남 지점,전남,주택용,23966.03,2367275.0,4528,47.74
2022-11,전남 지점,전남,상업용,11467.27,1133712.0,3932,16.89
2022-11,전남 지점,전남,산업용,18833.47,1546214.0,4061,12.72
2022-11,전남 지점,전남,발전용,14798.72,1560324.0,4244,11.67
2022-11,경북 지점,경북,주택용,29615.9,2401383.0,3655,54.34
2022-11,경북 지점,경북,상업용,16662.18,1928770.0,4125,7.04
2022-11,경북 지점,경북,산업용,47939.73,4369600.0,255,13.0
2022-11,경북 지점,경북,발전용,14987.92,1797827.0,1510,4.17
2022-11,경남 지점,경남,주택용,26682.01,2410765.0,2831,6.61
2022-11,경남 지점,경남,상업용,20154.16,2345618.0,948,7.59
2022-11,경남 지점,경남,산업용,26930.68,2733507.0,1140,6.01
2022-11,경남 지점,경남,발전용,29550.68,2703901.0,2910,24.54
2022-11,제주 지점,제주,주택용,26876.0,3058502.0,2432,12.85
2022-11,제주 지점,제주,상업용,9866.36,841927.0,4993,22.27
2022-11,제주 지점,제주,산업용,41990.48,3413640.0,2144,81.06
2022-11,제주 지점,제주,발전용,13137.91,1316158.0,1170,6.74
2022-12,서울 지점,서울,주택용,15562.25,1685053.0,778,14.3
2022-12,서울 지점,서울,상업용,12805.06,1091714.0,2540,5.98
2022-12,서울 지점,서울,산업용,38199.97,4110505.0,3639,10.66
2022-12,서울 지점,서울,발전용,16932.74,1389607.0,4263,90.55
2022-12,부산 지점,부산,주택용,19281.1,1547730.0,4781,8.91
2022-12,부산 지점,부산,상업용,13513.42,1446948.0,809,3.7
2022-12,부산 지점,부산,산업용,35874.6,3468918.0,2361,8.4
2022-12,부산 지점,부산,발전용,12984.58,1494625.0,3309,30.62
2022-12,대구 지점,대구,주택용,33762.12,3878033.0,4454,13.66
2022-12,대구 지점,대구,상업용,8837.35,981910.0,3495,9.68
2022-12,대구 지점,대구,산업용,33483.15,3618276.0,3932,7.65
2022-12,대구 지점,대구,발전용,16142.17,1848092.0,3615,3.48
2022-12,인천 지점,인천,주택용,29190.87,2999635.0,1648,23.48
2022-12,인천 지점,인천,상업용,10219.78,924158.0,622,5.07
2022-12,인천 지점,인천,산업용,31958.53,2854355.0,4176,26.79
2022-12,인천 지점,인천,발전용,14943.73,1275169.0,2473,3.65
2022-12,광주 지점,광주,주택용,14480.05,1531357.0,4032,8.48
2022-12,광주 지점,광주,상업용,12822.18,1353490.0,3926,2.74
2022-12,광주 지점,광주,산업용,29273.08,2462705.0,262,7.63
2022-12,광주 지점,광주,발전용,27487.34,2340917.0,2807,6.82
2022-12,대전 지점,대전,주택용,15592.47,1487558.0,4666,14.34
2022-12,대전 지점,대전,상업용,19720.17,1794613.0,4832,17.65
2022-12,대전 지점,대전,산업용,32713.97,2649367.0,3140,15.09
2022-12,대전 지점,대전,발전용,12692.22,1461801.0,546,4.6
2022-12,울산 지점,울산,주택용,26695.18,2362699.0,4069,6.06
2022-12,울산 지점,울산,상업용,14892.45,1658585.0,3285,24.78
2022-12,울산 지점,울산,산업용,50485.27,5688459.0,3152,14.35
2022-12,울산 지점,울산,발전용,13282.89,1083776.0,358,12.69
2022-12,경기 지점,경기,주택용,33645.7,3683298.0,3261,8.41
2022-12,경기 지점,경기,상업용,18431.52,1616439.0,299,4.04
2022-12,경기 지점,경기,산업용,43382.42,4567093.0,704,10.99
2022-12,경기 지점,경기,발전용,12019.35,1050130.0,938,3.07
2022-12,강원 지점,강원,주택용,20985.11,2133231.0,3420,7.9
2022-12,강원 지점,강원,상업용,22251.59,2417075.0,1344,6.25
2022-12,강원 지점,강원,산업용,26299.13,2902623.0,3070,21.01
2022-12,강원 지점,강원,발전용,17249.23,1602332.0,664,10.14
2022-12,충북 지점,충북,주택용,16397.63,1935122.0,1335,3.97
2022-12,충북 지점,충북,상업용,16894.96,1832914.0,1454,8.73
2022-12,충북 지점,충북,산업용,24333.23,2834125.0,2163,6.5
2022-12,충북 지점,충북,발전용,24555.54,2705851.0,4310,14.42
2022-12,충남 지점,충남,주택용,21993.01,2071344.0,4454,5.66
2022-12,충남 지점,충남,상업용,21802.15,1891336.0,1767,4.88
2022-12,충남 지점,충남,산업용,35279.46,3250982.0,2183,16.49
2022-12,충남 지점,충남,발전용,11772.74,1154843.0,1232,5.32
2022-12,전북 지점,전북,주택용,33973.74,3638077.0,2531,20.2
2022-12,전북 지점,전북,상업용,8703.48,986066.0,200,1.99
2022-12,전북 지점,전북,산업용,44484.62,4979708.0,854,12.83
2022-12,전북 지점,전북,발전용,21980.84,2143365.0,3560,6.27
2022-12,전남 지점,전남,주택용,15197.81,1595231.0,4167,3.54
2022-12,전남 지점,전남,상업용,10579.59,979975.0,781,2.62
2022-12,전남 지점,전남,산업용,26849.48,3200247.0,4257,64.08
2022-12,전남 지점,전남,발전용,10875.79,1220479.0,560,11.03
2022-12,경북 지점,경북,주택용,31592.79,2698967.0,1026,6.65
2022-12,경북 지점,경북,상업용,9054.84,1019921.0,2844,2.28
2022-12,경북 지점,경북,산업용,35290.09,4102262.0,2822,14.36
2022-12,경북 지점,경북,발전용,25266.25,2816181.0,2499,14.48
2022-12,경남 지점,경남,주택용,23289.54,2564502.0,3242,12.32
2022-12,경남 지점,경남,상업용,16240.3,1579901.0,910,6.96
2022-12,경남 지점,경남,산업용,34009.59,3288568.0,696,15.14
2022-12,경남 지점,경남,발전용,13029.75,1425995.0,641,9.39
2022-12,제주 지점,제주,주택용,34785.09,3260585.0,4067,7.69
2022-12,제주 지점,제주,상업용,19540.59,1719282.0,2560,4.48
2022-12,제주 지점,제주,산업용,55278.32,5268915.0,4035,11.71
2022-12,제주 지점,제주,발전용,22406.52,2454796.0,3583,7.95
2023-01,서울 지점,서울,주택용,30077.87,3250916.0,3076,7.84
2023-01,서울 지점,서울,상업용,11116.0,889613.0,4853,5.43
2023-01,서울 지점,서울,산업용,20208.41,2288986.0,4969,12.17
2023-01,서울 지점,서울,발전용,11962.37,1004430.0,2800,2.43
2023-01,부산 지점,부산,주택용,23040.62,2697213.0,1309,4.61
2023-01,부산 지점,부산,상업용,8237.1,851983.0,2470,2.44
2023-01,부산 지점,부산,산업용,42873.24,4762053.0,3775,19.7
2023-01,부산 지점,부산,발전용,17887.15,1709575.0,455,4.13
2023-01,대구 지점,대구,주택용,27674.44,2473348.0,398,14.08
2023-01,대구 지점,대구,상업용,19701.35,2252367.0,1664,14.95
